customer_id,customer_name,email,country,signup_date
C0991,Customer 991,customer991@example.com,Canada,2025-09-18
C0992,Customer 992,customer992@example.com,UK,2025-09-19
C0993,Customer 993,customer993@example.com,Germany,2025-09-20
C0994,Customer 994,customer994@example.com,France,2025-09-21
C0995,Customer 995,customer995@example.com,USA,2025-09-22
C0996,Customer 996,customer996@example.com,Canada,2025-09-23
C0997,Customer 997,customer997@example.com,UK,2025-09-24
C0998,Customer 998,customer998@example.com,Germany,2025-09-25
C0999,Customer 999,customer999@example.com,France,2025-09-26
C1000,Customer 1000,customer1000@example.com,USA,2025-09-27
